CLASS,SUBCLASS,ADDRESS,NAME,CURRENT_ADDRESS,NUM_READS,FROM,TO,TYPE,OFFSET
Power,Ship,0x4480,FET Off Time,0x4487,1,0,1,U1,0
Power,Ship,0x4480,Delay,0x4487,1,1,2,U1,0
Power,Ship,0x4480,Auto Ship Time,0x4487,1,2,4,U2,0
Power,KEYIN,0x4480,Time,0x448b,1,0,1,U1,0
PF Status,Device Status Data,0x41c0,Safety Alert A,0x41c0,1,0,1,H1,0
PF Status,Device Status Data,0x41c0,Safety Status A,0x41c0,1,1,2,H1,0
PF Status,Device Status Data,0x41c0,Safety Alert B,0x41c0,1,2,3,H1,0
PF Status,Device Status Data,0x41c0,Safety Status B,0x41c0,1,3,4,H1,0
PF Status,Device Status Data,0x41c0,Safety Alert C,0x41c0,1,4,5,H1,0
PF Status,Device Status Data,0x41c0,Safety Status C,0x41c0,1,5,6,H1,0
PF Status,Device Status Data,0x41c0,PF Alert A,0x41c0,1,8,9,H1,0
PF Status,Device Status Data,0x41c0,PF Status A,0x41c0,1,9,10,H1,0
PF Status,Device Status Data,0x41c0,PF Alert B,0x41c0,1,10,11,H1,0
PF Status,Device Status Data,0x41c0,PF Status B,0x41c0,1,11,12,H1,0
PF Status,Device Status Data,0x41c0,PF Alert C,0x41c0,1,12,13,H1,0
PF Status,Device Status Data,0x41c0,PF Status C,0x41c0,1,13,14,H1,0
PF Status,Device Status Data,0x41c0,Fuse Flag,0x41c0,1,16,18,H2,0
PF Status,Device Status Data,0x41c0,Operation Status A,0x41c0,1,18,20,H2,0
PF Status,Device Status Data,0x41c0,Operation Status B,0x41c0,1,20,22,H2,0
PF Status,Device Status Data,0x41c0,Temp Range,0x41c0,1,22,23,H1,0
PF Status,Device Status Data,0x41c0,Charging Status,0x41c0,1,23,24,H1,0
PF Status,Device Status Data,0x41c0,Gauging Status,0x41c0,1,24,25,H1,0
PF Status,Device Status Data,0x41c0,CEDV Status,0x41c0,1,25,26,H1,0
PF Status,Device Voltage Data,0x41c0,Cell 1 Voltage,0x41da,2,0,2,I2,0
PF Status,Device Voltage Data,0x41c0,Cell 2 Voltage,0x41da,2,2,4,I2,0
PF Status,Device Voltage Data,0x41c0,Cell 3 Voltage,0x41da,2,4,6,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 4 Voltage,0x41da,2,6,8,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 5 Voltage,0x41da,2,8,10,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 6 Voltage,0x41da,2,10,12,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 7 Voltage,0x41da,2,12,14,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 8 Voltage,0x41da,2,14,16,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 9 Voltage,0x41da,2,16,18,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 10 Voltage,0x41da,2,18,20,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 11 Voltage,0x41da,2,20,22,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 12 Voltage,0x41da,2,22,24,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 13 Voltage,0x41da,2,24,26,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 14 Voltage,0x41da,2,26,28,I2,0
PF Status,Device Voltage Data,0x41e0,Cell 15 Voltage,0x41da,2,28,30,I2,0
PF Status,Device Voltage Data,0x41e0,Battery Direct Voltage,0x41da,2,32,34,I2,0
PF Status,Device Current Data,0x41e0,Current,0x41fe,1,0,2,I2,0
PF Status,Device Temperature Data,0x4200,TS1 Temperature,0x4200,1,0,2,I2,0
PF Status,Device Temperature Data,0x4200,TS2 Temperature,0x4200,1,2,4,I2,0
PF Status,Device Temperature Data,0x4200,TS3 Temperature,0x4200,1,4,6,I2,0
PF Status,Device Temperature Data,0x4200,Gauge Internal Temperature,0x4200,1,6,8,I2,0
PF Status,AFE Regs,0x4200,AFE SYS Stat,0x4208,1,0,1,H1,0
PF Status,AFE Regs,0x4200,AFE Cell Balance1,0x4208,1,1,2,H1,0
PF Status,AFE Regs,0x4200,AFE Cell Balance2,0x4208,1,2,3,H1,0
PF Status,AFE Regs,0x4200,AFE Cell Balance3,0x4208,1,3,4,H1,0
PF Status,AFE Regs,0x4200,AFE Sys Control1,0x4208,1,4,5,H1,0
PF Status,AFE Regs,0x4200,AFE Sys Control2,0x4208,1,5,6,H1,0
PF Status,AFE Regs,0x4200,AFE Protection1,0x4208,1,6,7,H1,0
PF Status,AFE Regs,0x4200,AFE Protection2,0x4208,1,7,8,H1,0
PF Status,AFE Regs,0x4200,AFE Protection3,0x4208,1,8,9,H1,0
PF Status,AFE Regs,0x4200,AFE OV Trip,0x4208,1,9,10,H1,0
PF Status,AFE Regs,0x4200,AFE UV Trip,0x4208,1,10,11,H1,0
Black Box,Safety Status,0x4180,1st Status Status A,0x4180,1,0,1,H1,0
Black Box,Safety Status,0x4180,1st Status Status B,0x4180,1,1,2,H1,0
Black Box,Safety Status,0x4180,1st Safety Status C,0x4180,1,2,3,H1,0
Black Box,Safety Status,0x4180,1st Time to Next Event,0x4180,1,4,5,U1,0
Black Box,Safety Status,0x4180,2nd Status Status A,0x4180,1,5,6,H1,0
Black Box,Safety Status,0x4180,2nd Status Status B,0x4180,1,6,7,H1,0
Black Box,Safety Status,0x4180,2nd Safety Status C,0x4180,1,7,8,H1,0
Black Box,Safety Status,0x4180,2nd Time to Next Event,0x4180,1,9,10,U1,0
Black Box,Safety Status,0x4180,3rd Status Status A,0x4180,1,10,11,H1,0
Black Box,Safety Status,0x4180,3rd Status Status B,0x4180,1,11,12,H1,0
Black Box,Safety Status,0x4180,3rd Safety Status C,0x4180,1,12,13,H1,0
Black Box,Safety Status,0x4180,3rd Time to Next Event,0x4180,1,14,15,U1,0
Black Box,PF Status,0x4180,1st PF Status A,0x418f,1,0,1,H1,0
Black Box,PF Status,0x4180,1st PF Status B,0x418f,1,1,2,H1,0
Black Box,PF Status,0x4180,1st PF Status C,0x418f,1,2,3,H1,0
Black Box,PF Status,0x4180,1st Time to Next Event,0x418f,1,4,5,U1,0
Black Box,PF Status,0x4180,2nd PF Status A,0x418f,1,5,6,H1,0
Black Box,PF Status,0x4180,2nd PF Status B,0x418f,1,6,7,H1,0
Black Box,PF Status,0x4180,2nd PF Status C,0x418f,1,7,8,H1,0
Black Box,PF Status,0x4180,2nd Time to Next Event,0x418f,1,9,10,U1,0
Black Box,PF Status,0x4180,3rd PF Status A,0x418f,1,10,11,H1,0
Black Box,PF Status,0x4180,3rd PF Status B,0x418f,1,11,12,H1,0
Black Box,PF Status,0x4180,3rd PF Status C,0x418f,1,12,13,H1,0
Black Box,PF Status,0x4180,3rd Time to Next Event,0x418f,1,14,15,U1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info A Length,0x4040,2,0,1,U1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A01,0x4040,2,1,2,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A02,0x4040,2,2,3,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A03,0x4040,2,3,4,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A04,0x4040,2,4,5,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A05,0x4040,2,5,6,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A06,0x4040,2,6,7,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A07,0x4040,2,7,8,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A08,0x4040,2,8,9,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A09,0x4040,2,9,10,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A10,0x4040,2,10,11,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A11,0x4040,2,11,12,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A12,0x4040,2,12,13,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A13,0x4040,2,13,14,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A14,0x4040,2,14,15,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A15,0x4040,2,15,16,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A16,0x4040,2,16,17,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A17,0x4040,2,17,18,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A18,0x4040,2,18,19,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A19,0x4040,2,19,20,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A20,0x4040,2,20,21,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A21,0x4040,2,21,22,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A22,0x4040,2,22,23,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A23,0x4040,2,23,24,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A24,0x4040,2,24,25,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A25,0x4040,2,25,26,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A26,0x4040,2,26,27,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A27,0x4040,2,27,28,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A28,0x4040,2,28,29,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A29,0x4040,2,29,30,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A30,0x4040,2,30,31,H1,0
System Data,Manufacturer Data,0x4040,Manufacturer Info Block A31,0x4040,2,31,32,H1,0
System Data,Manufacturer Data,0x4060,Manufacturer Info Block A32,0x4040,2,32,33,H1,0
SBS Configuration,Data,0x4060,Manufacture Date,0x406b,2,0,2,U2,0
SBS Configuration,Data,0x4060,Serial Number,0x406b,2,2,4,H2,0
SBS Configuration,Data,0x4060,Manufacturer Name,0x406b,2,4,25,S21,0
SBS Configuration,Data,0x4080,Device Name,0x406b,2,25,46,S21,0
SBS Configuration,Data,0x4080,Device Chemistry,0x406b,2,46,51,S5,0
SBS Configuration,Data,0x4480,Remaining AH Cap. Alarm,0x449f,1,0,2,I2,0
SBS Configuration,Data,0x44a0,Remaining WH Cap. Alarm,0x449f,1,2,4,I2,0
SBS Configuration,Data,0x44a0,Remaining Time Alarm,0x449f,1,4,6,U2,0
SBS Configuration,Data,0x44a0,Initial Battery Mode,0x449f,1,6,8,H2,0
SBS Configuration,Data,0x44a0,Specification Information,0x449f,1,8,10,H2,0
LED Support,LED Config,0x4480,LED Flash Period,0x448d,1,0,2,U2,0
LED Support,LED Config,0x4480,LED Blink Period,0x448d,1,2,4,U2,0
LED Support,LED Config,0x4480,LED Delay,0x448d,1,4,6,U2,0
LED Support,LED Config,0x4480,LED Hold Time,0x448d,1,6,7,U1,0
LED Support,LED Config,0x4480,LED Flash Alarm,0x448d,1,7,8,I1,0
LED Support,LED Config,0x4480,LED Thresh 1,0x448d,1,8,9,I1,0
LED Support,LED Config,0x4480,LED Thresh 2,0x448d,1,9,10,I1,0
LED Support,LED Config,0x4480,LED Thresh 3,0x448d,1,10,11,I1,0
LED Support,LED Config,0x4480,LED Thresh 4,0x448d,1,11,12,I1,0
LED Support,LED Config,0x4480,LED Thresh 5,0x448d,1,12,13,I1,0
LED Support,LED Config,0x4480,LCD Refresh Rate,0x448d,1,13,14,U1,0
Lifetimes,Voltage,0x40c0,Cell 1 Max Voltage,0x40c0,3,0,2,I2,0
Lifetimes,Voltage,0x40c0,Cell 2 Max Voltage,0x40c0,3,2,4,I2,0
Lifetimes,Voltage,0x40c0,Cell 3 Max Voltage,0x40c0,3,4,6,I2,0
Lifetimes,Voltage,0x40c0,Cell 4 Max Voltage,0x40c0,3,6,8,I2,0
Lifetimes,Voltage,0x40c0,Cell 5 Max Voltage,0x40c0,3,8,10,I2,0
Lifetimes,Voltage,0x40c0,Cell 6 Max Voltage,0x40c0,3,10,12,I2,0
Lifetimes,Voltage,0x40c0,Cell 7 Max Voltage,0x40c0,3,12,14,I2,0
Lifetimes,Voltage,0x40c0,Cell 8 Max Voltage,0x40c0,3,14,16,I2,0
Lifetimes,Voltage,0x40c0,Cell 9 Max Voltage,0x40c0,3,16,18,I2,0
Lifetimes,Voltage,0x40c0,Cell 10 Max Voltage,0x40c0,3,18,20,I2,0
Lifetimes,Voltage,0x40c0,Cell 11 Max Voltage,0x40c0,3,20,22,I2,0
Lifetimes,Voltage,0x40c0,Cell 12 Max Voltage,0x40c0,3,22,24,I2,0
Lifetimes,Voltage,0x40c0,Cell 13 Max Voltage,0x40c0,3,24,26,I2,0
Lifetimes,Voltage,0x40c0,Cell 14 Max Voltage,0x40c0,3,26,28,I2,0
Lifetimes,Voltage,0x40c0,Cell 15 Max Voltage,0x40c0,3,28,30,I2,0
Lifetimes,Voltage,0x40e0,Cell 1 Min Voltage,0x40c0,3,32,34,I2,0
Lifetimes,Voltage,0x40e0,Cell 2 Min Voltage,0x40c0,3,34,36,I2,0
Lifetimes,Voltage,0x40e0,Cell 3 Min Voltage,0x40c0,3,36,38,I2,0
Lifetimes,Voltage,0x40e0,Cell 4 Min Voltage,0x40c0,3,38,40,I2,0
Lifetimes,Voltage,0x40e0,Cell 5 Min Voltage,0x40c0,3,40,42,I2,0
Lifetimes,Voltage,0x40e0,Cell 6 Min Voltage,0x40c0,3,42,44,I2,0
Lifetimes,Voltage,0x40e0,Cell 7 Min Voltage,0x40c0,3,44,46,I2,0
Lifetimes,Voltage,0x40e0,Cell 8 Min Voltage,0x40c0,3,46,48,I2,0
Lifetimes,Voltage,0x40e0,Cell 9 Min Voltage,0x40c0,3,48,50,I2,0
Lifetimes,Voltage,0x40e0,Cell 10 Min Voltage,0x40c0,3,50,52,I2,0
Lifetimes,Voltage,0x40e0,Cell 11 Min Voltage,0x40c0,3,52,54,I2,0
Lifetimes,Voltage,0x40e0,Cell 12 Min Voltage,0x40c0,3,54,56,I2,0
Lifetimes,Voltage,0x40e0,Cell 13 Min Voltage,0x40c0,3,56,58,I2,0
Lifetimes,Voltage,0x40e0,Cell 14 Min Voltage,0x40c0,3,58,60,I2,0
Lifetimes,Voltage,0x40e0,Cell 15 Min Voltage,0x40c0,3,60,62,I2,0
Lifetimes,Voltage,0x4100,Max Delta Cell Voltage,0x40c0,3,64,66,I2,0
Lifetimes,Current,0x4100,Max Charge Current,0x4102,1,0,2,I2,0
Lifetimes,Current,0x4100,Max Discharge Current,0x4102,1,2,4,I2,0
Lifetimes,Current,0x4100,Max Avg Dsg Current,0x4102,1,4,6,I2,0
Lifetimes,Current,0x4100,Max Avg Dsg Power,0x4102,1,6,8,I2,0
Lifetimes,Temperature,0x4100,Max Temp Cell,0x410a,1,0,1,I1,0
Lifetimes,Temperature,0x4100,Min Temp Cell,0x410a,1,1,2,I1,0
Lifetimes,Temperature,0x4100,Max Delta Cell Temp,0x410a,1,2,3,I1,0
Lifetimes,Temperature,0x4100,Max Temp Fet,0x410a,1,3,4,I1,0
Lifetimes,Gauge Temperature,0x4100,Max Temp Int Sensor,0x410e,1,0,1,I1,0
Lifetimes,Gauge Temperature,0x4100,Min Temp Int Sensor,0x410e,1,1,2,I1,0
Lifetimes,Safety Events,0x4100,No Of COV Events,0x4110,2,0,2,U2,0
Lifetimes,Safety Events,0x4100,Last COV Event,0x4110,2,2,4,U2,0
Lifetimes,Safety Events,0x4100,No Of CUV Events,0x4110,2,4,6,U2,0
Lifetimes,Safety Events,0x4100,Last CUV Event,0x4110,2,6,8,U2,0
Lifetimes,Safety Events,0x4100,No Of OCD Events,0x4110,2,8,10,U2,0
Lifetimes,Safety Events,0x4100,Last OCD Event,0x4110,2,10,12,U2,0
Lifetimes,Safety Events,0x4100,No Of OCC Events,0x4110,2,12,14,U2,0
Lifetimes,Safety Events,0x4100,Last OCC Event,0x4110,2,14,16,U2,0
Lifetimes,Safety Events,0x4120,No Of AOLD Events,0x4110,2,16,18,U2,0
Lifetimes,Safety Events,0x4120,Last AOLD Event,0x4110,2,18,20,U2,0
Lifetimes,Safety Events,0x4120,No Of ASCD Events,0x4110,2,20,22,U2,0
Lifetimes,Safety Events,0x4120,Last ASCD Event,0x4110,2,22,24,U2,0
Lifetimes,Safety Events,0x4120,No Of OTC Events,0x4110,2,24,26,U2,0
Lifetimes,Safety Events,0x4120,Last OTC Event,0x4110,2,26,28,U2,0
Lifetimes,Safety Events,0x4120,No Of OTD Events,0x4110,2,28,30,U2,0
Lifetimes,Safety Events,0x4120,Last OTD Event,0x4110,2,30,32,U2,0
Lifetimes,Safety Events,0x4120,No Of OTF Events,0x4110,2,32,34,U2,0
Lifetimes,Safety Events,0x4120,Last OTF Event,0x4110,2,34,36,U2,0
Lifetimes,Charging Events,0x4120,No Valid Charge Term,0x4134,1,0,2,U2,0
Lifetimes,Charging Events,0x4120,Last Valid Charge Term,0x4134,1,2,4,U2,0
Lifetimes,Gauging Events,0x4120,No of FCC Updates,0x4138,1,0,2,U2,0
Lifetimes,Gauging Events,0x4120,Last FCC Update,0x4138,1,2,4,U2,0
Lifetimes,Power Events,0x4120,No Of Shutdowns,0x413c,1,0,1,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 1,0x4140,1,0,1,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 2,0x4140,1,1,2,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 3,0x4140,1,2,3,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 4,0x4140,1,3,4,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 5,0x4140,1,4,5,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 6,0x4140,1,5,6,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 7,0x4140,1,6,7,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 8,0x4140,1,7,8,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 9,0x4140,1,8,9,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 10,0x4140,1,9,10,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 11,0x4140,1,10,11,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 12,0x4140,1,11,12,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 13,0x4140,1,12,13,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 14,0x4140,1,13,14,U1,0
Lifetimes,Cell Balancing,0x4140,Cb Time Cell 15,0x4140,1,14,15,U1,0
Lifetimes,Time,0x4140,Total Fw Runtime,0x4150,1,0,2,U2,0
Lifetimes,Time,0x4140,Time Spent In UT,0x4150,1,2,4,U2,0
Lifetimes,Time,0x4140,Time Spent In LT,0x4150,1,4,6,U2,0
Lifetimes,Time,0x4140,Time Spent In ST,0x4150,1,6,8,U2,0
Lifetimes,Time,0x4140,Time Spent In HT,0x4150,1,8,10,U2,0
Lifetimes,Time,0x4140,Time Spent In OT,0x4150,1,10,12,U2,0
Lifetimes,Time,0x4140,Time Since Last Charge,0x4150,1,12,14,U2,0
GPIO,GPIO Config,0x4480,GPIO Configuration,0x449b,1,0,1,H1,0
GPIO,GPIO Config,0x4480,GPIO Output Enable,0x449b,1,1,2,H1,0
GPIO,GPIO Config,0x4480,GPIO Default Output Enable,0x449b,1,2,3,H1,0
GPIO,GPIO Config,0x4480,GPIO Type,0x449b,1,3,4,H1,0
